2021-06-09 10:02:22,158 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:23,352 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:27,163 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:28,355 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:32,169 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:33,363 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:37,173 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:38,372 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:42,182 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:43,381 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:47,185 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:48,385 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:52,191 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:53,393 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:57,196 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:02:58,399 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:02,202 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:03,427 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:07,207 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:08,435 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:12,212 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:13,441 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:17,218 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:18,447 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:22,222 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:23,452 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:27,228 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:28,461 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:32,232 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:33,467 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:37,237 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:38,475 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:42,243 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:43,481 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:47,249 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:48,490 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:52,255 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:53,501 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:57,263 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:03:58,506 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:02,268 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:03,521 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:06,574 [nRepl-session-65667115-36e6-495c-9ffd-d4412f578ce7] INFO  behumen.env - 
-=[behumen started successfully using the development profile]=- 
2021-06-09 10:04:07,284 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:07,466 [nRepl-session-65667115-36e6-495c-9ffd-d4412f578ce7] INFO  luminus.http-server - starting HTTP server on port 3000 
2021-06-09 10:04:08,532 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:12,290 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:13,540 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:17,296 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:18,547 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:22,301 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:23,553 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:26,059 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 8 
2021-06-09 10:04:27,046 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - Attempting websocket handshake with io.undertow.websockets.core.protocol.version13.Hybi13Handshake@1dab32fe on HttpServerExchange{ GET /api/remote-relay} 
2021-06-09 10:04:27,047 [XNIO-1 I/O-1] DEBUG io.undertow.request - Upgrading request HttpServerExchange{ GET /api/remote-relay} 
2021-06-09 10:04:27,304 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:27,422 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 9 
2021-06-09 10:04:28,792 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:28,799 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:32,308 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:33,807 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:37,311 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:38,820 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:42,318 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:43,834 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:47,324 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:48,845 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:52,329 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:53,855 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:57,335 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:04:58,863 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:02,339 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:03,873 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:07,343 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:08,883 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:12,350 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:13,892 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:17,355 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:18,899 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:22,361 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:23,907 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:27,366 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:28,915 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:32,371 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:33,922 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:37,376 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:38,933 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:42,383 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:43,942 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:47,389 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:48,954 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:52,394 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:53,965 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:57,404 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:05:57,941 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 9 
2021-06-09 10:05:58,973 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:06:02,410 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:06:03,982 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:06:07,414 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:06:08,990 [XNIO-1 I/O-1] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
2021-06-09 10:06:12,419 [XNIO-1 I/O-4] DEBUG io.undertow.websockets.core.request - UT025003: Decoding WebSocket Frame with opCode 1 
